Company,Rating,Review
Travelocity,"In June 2022, I purchased 6 first class tickets to take my family to Santa Fe for the week of March 4-11, 2023. When my son and daughter-in-law announced in late November that they were expecting their first child in May of 2023, we realized that the trip would have to be postponed until al later date. I contacted Travelocity to get a refund on my tickets which were described as fully refundable when I purchased them. I was told that in fact Travelocity will not issue a refund but instead they would issue credits to all six of the original passengers. Furthermore, as I booked the flights in June of 2022, all six of us had until June 2023 to use the tickets or lose the credit.More",
Travelocity,"Imagine spending $2100 on a flight to HI on Feb 2nd with insurance on it, but your work gets hit with ransomware the next week. You don't know your future with your job because you are down for a month, so you cancel your trip on Feb 22. Now imagine that flight wasn't supposed to be until July 21st, so you gave proper notice and even had it insured. You think, wow I believe I can get a refund after submitting proof, but no. If A happens, they only payout on B. If B happens, then they only payout on A situations. Then allow them to tell you that you can use your credit, but it's only limited, and they mark up the flights a couple of hundreds of dollars and then tell you, you can only use your credit one time. So the only trip I could take out of my way was to Miami for $1400 economy AND YOU HAD TO PAY $8 to book it. Does that make sense?More",
Travelocity,I booked a trip through Travelocity for me and my three children to go to Thailand. At the last minute one of the airlines canceled causing us to be unable to go. I could not get reimbursed by anyone because airline pointed to Travelocity and Travelocity blamed airline and refused to accept any responsibility. I had the same thing happen with a hotel on a separate trip. Hotel did not have amenities represented by Travelocity. No one would take responsibility. DON’T USE TRAVELOCITY!,
Travelocity,Flight was canceled. Never notified sent us to different destination. Offering rental car to drive the 4 hrs. (Car wasn't available when we got there). Next flight delayed. Bags lost. Never made trip. Wouldn't cancel hotel or refund anything.,
Travelocity,"This company's customer service and policies are the worst I have ever experienced from any company I have ever dealt with. When asked to modify my rental car reservation to a larger car, they told me it was not doable for a reservation I had made approximately 2 hours before. Not only were they unable to upgrade my reservation, they were insistent on keeping their $100 for a reservation that was a couple of hours old. They not only have the worst customer service but are also not truthful on whose policy this is- the rental car company or their own. When I talked to the rental car company, they stated how awful Travelocity was to work with and how unethical they were with their cancellation policies and collecting money. I would never recommend using this company for anything unless you want to be taken advantage of.",
Travelocity,"I purchased a hotel booking that was non-refundable and could not be canceled or changed. I purchased the offered Package Protection plan offered by Travelocity. Travelocity and AIG Travelguard are scamming people into buying these fake protection policies that do not cover you when you file a claim. I canceled this hotel stay and filed a claim and they pulled out a lot of fine print to deny my claim. DON'T BOOK WITH THEM AND DO NOT PURCHASE THEIR PROTECTION PLAN. IT'S A SCAM. I've sent screenshots of how the wording is misleading, they don't care. My only recourse now is to try to post these reviews and hope others do not get scammed.",
Travelocity,Travelocity switched my flight to and from my destination. I was switched to an overnight flight going so the arrival date was the same but the date leaving my destination was a whole day later and refused to switch it back. I asked for a manager and he ended up hanging up on me and the escalation team refused to help as well unless I paid 100 per person which is 500 for my group. So now I have to see if the hotel will be able to accommodate and also my rental car.,
Travelocity,"Service was nearly useless in resolving issue with a hotel. Took over two hours to get Travelocity to work with the hotel to acknowledge a reservation made weeks in advance. When finally acknowledged, the property expected another 60-90 minute wait before allowing access to the room. Travelocity was told to cancel the reservation but am still fighting with them two days later to get a refund. Travelocity agent was rude, failed to acknowledge they failed to cancel the reservation as directed, and eventually hung up.",
Orbitz,"I highly recommend not using Orbitz for any type of travel. They do the ole' bait and switch. My family purchased a trip and insurance to Florida only to have to change the city due to an emergency situation. Instead of them taking ownership and helping us. They referred us to the actual airline and the airline was charging full price, of course. Orbitz took no responsibility nor tried to help us. Even though we purchased the trip through them. I will never, ever and I do mean never use Orbitz AGAIN and recommend you (those reading this) or your family or friends not to use them either. Save your time and money, go somewhere else!!!",
Orbitz,"I booked tickets through American Airlines through Orbitz. The Orbitz website showed all the details of my upcoming trip, I received a confirmation email from the airline the day of my trip. But when I got to the airport, they told me Orbitz had canceled my ticket and refunded my bank account without notifying me in any way. I had to rebook with the airline, my trip cost $600 extra, and I had to return on a separate flight from my husband. If I had booked directly with the airline, this couldn't have happened, so I will never use Orbitz again.",
Orbitz,"I've been an Orbitz customer for over 20 years. I've booked over 100 travel reservations through them. I recently booked a car reservation for approximately 26 days in advance. Orbitz recently started offering non-cancellable CAR reservations. In very poor form and in my belief what they've done intentionally, is they only call out the noncancelable reservations in most minimal way possible. The non-cancel reservations are also interspersed with the cancellable reservations. When I booked my reservation, Orbitz charged my CC. I IMMEDIATELY contacted customer service to cancel. They informed me they would not refund my money. I escalated the call. After 53 minutes and 2 escalations, they offered a 50% refund. I accepted the 50% refund, cancelled my orbitz account, called my CC company to dispute the charge. I will NEVER book with Orbitz again.",
Orbitz,"Don't book with Orbitz! Their prices are extremely higher than the hotels and their match guarantee is not even comparable to the hotels. I booked through Orbitz for July 7-9 Room 2 double beds and sofa bed at the Hyatt in Greensboro NC for 3. They charged me $345.92 nonrefundable. As a member of Hyatt, the rate for those same two days is $288.19 and refundable up until one day before check in. What is the purpose of using Orbitz. They don't offer any discounts or bonuses for their service. I truly believe they are a ripoff. Also customer service told me Hyatt was not a place they offer price match but the reason they refused to price match is because my reservation with them is nonrefundable and Hyatt offers a refund up until the day before you check in.More",
Orbitz,"Orbitz sold an airline booking but refused an name correction on the booking once we arrived at the American Airlines ticket agent. The Orbitz agent then started an argument with American Airlines agent, lying about the policy of American Airlines. Subsequent customer service calls showed no help from Orbitz about their own inability to understand airline policy... AVOID THEM AT ALL COSTS. They cannot deliver reliable aircraft bookings.",
Orbitz,"Do not use Orbitz, they blatantly lied to me about my refund. I tried canceling a trip, but on several occasions making sure with the agent, “It was refundable, correct?” They assured me it was, then days later when I realized my money wasn’t back into my account, they used their shady fine print. I had used them for years, but after the rudeness, lack of transparency, and communication, I will never use them again.",
Orbitz,"Booked a rental car for Mexico and pre-paid for the reservation. Upon arrival at airport, we had a very difficult time contacting rental car agency (10 calls over 45 minutes and they finally answered.) When we finally got through they had no record of our resv number or name. We had to go rent a car from Hertz and are out $300. When we contacted Orbitz for a refund they responded that they couldn’t reach the rental car company so they could only refund our insurance fee ‘as a courtesy’. What a scam! Orbitz has our money and just plans to keep it. Do Not Book with this site! It is a scam! I don’t understand why they haven’t been shut down.",
Orbitz,"I booked a trip to Banff from Toronto through Orbitz for my family of 4. My return flight through flair airlines got changed and now I am flying into 1 airport in Toronto and having to fly return to Kitchener Airport. That means I can't park and fly and have to make arrangements to get to and from both airports which is a huge inconvenience. I called Orbitz and asked if they could get me on any other airline to get back to Toronto from Calgary so we didn't have to fly out of a different airport. I was told no, I would have to rebook and pay full amount and nothing else could be done. I stated this was my first time with Orbitz and could I get some sort of compensation for my troubles as this is a big inconvenience. I was told no, nothing could be done. I travel a lot and will NEVER be booking with Orbitz again. Beware, this company is a sham and does not care at all about its customers!",
Orbitz,We booked a package to Mexico including transportation from airport to hotel. MTS (the transportation company) messed up and dropped us off at the wrong hotel. We contacted right away Orbitz to clear it and have them transfer us to the right hotel. They started playing the game that they gave the right information to MTS while MTS said they were given the wrong information from Orbitz. While time was passing without any help from either of them we had to take a taxi for an additional $50. Orbitz said they started the refund request and after two days the refund was declined. That is really bad business practice I. Moreover the information they gave about the hotel are completely wrong…9 restaurants - 8 bar/lounge in reality there are 4 restaurants and 3 bars. This was definitely my last time traveling with them.,
Orbitz,"Booked a package trip to Roatan through Orbitz. 4/5 thru 4/15. It was a moderate to low end hotel so our expectations were modest. Upon arrival we learned the reception desk is rarely staffed, and no one there upon afternoon arrival. There is no maid service or fresh towels/linens, TP or anything else you may need. We purchased towels and essentials from a store nearby. We saw one person at the desk twice over a 5 day period... Most days the office was locked and no one on the property.More",
Expedia,We booked a trip through Expedia. When we arrived the hotel we booked was closed for renovations. It took an hour to reach Expedia. By then we had to book somewhere else for double the price. Expedia was not concerned at all. They gave us a refund for the trip and since it was a package told us how much we were getting which was only half of the cost of the rooms we had to book somewhere else. They blamed it on the hotel which was Days Inn in Memphis Tennessee which is horrific. I tried to reach out to them by live chat and they couldn't care less about your problems. They are making reservations without checking to be sure the hotels are open. They just want your money. Do yourself a favor and do not book with them. Read all reviews of hotels. They make you think they will back you but they do not. You will be left stranded like we were.,
Expedia,"Due to a weather, our flight was canceled. We called Expedia multiple times to inform them that it was not our fault and requested that they either book us another flight, follow up on our hotel reservation, or at the very least refund our money. However, they did not provide any of these services and did not even follow up properly. Every time we called, they simply told us to call back the next day for a response from the hotel. We even offered to pay for another flight ourselves, but we have to know our room still is available or not? Or if it is not can you provide us another room? They insisted just wait.More",
Expedia,"We booked a hotel in Cancun and airport shuttle through Expedia.com for 07/23/2023. Our flight was 1 hour late getting into Cancun airport. The shuttle never appeared, “apparently” it was there before and left. We had to pay for a taxi to get to the hotel. We paid in full the shuttle service (Speedy Shuttle) through Expedia. Expedia “tried to contact” the agency in Mexico and allegedly claimed that the “agency denied the refund”. Never again will we go through EXPEDIA. Terrible customer service, we couldn't be more vulnerable.",
Expedia,"I booked a car through Expedia for 8-11-23. They gave me a rate for SIXT rental car company. Our flight with Allegiant was 2 hours late getting into Nashville. Went to the Sixt counter and they were closed and nobody down on the lot in the garage. Nobody in their shack. I had to rent a car from Budget. I paid in full the car with Sixt and they denied me a refund. Expedia said sorry, they won't give you a refund. Never again will I go through EXPEDIA. THEY SIMPLY DON'T CARE ABOUT THE CUSTOMER.",
Expedia,We booked 4 hotel rooms on Expedia. For 08/12/23. Got to the hotel and 2 of the rooms were canceled without our knowledge or them telling us anything. The price for the rooms was wrong and they required a deposit before they would rent you the room. None of this was available through the website Expedia.com. Expedia charged my card for all the rooms and refuses to give me my money back. They want to give me reward points. Called customer service and spoke to a foreign gentleman who was no help and couldn’t understand basic English. He was useless. I do not know if they are an American based company but they are Hiring the bottom of the food chain. He was about as helpful as chewing on crayons and eating glue. I would not use their company or their services if they paid me to do it. My dog could probably run a company better than this retard.,
Expedia,"I have used Expedia for years and never had to contact them before, but when I needed their help, wow, what a mess. First of all, my flight to Europe was delayed causing me to miss my connecting flight which resulted in me having to stay 24 hours in a foreign country and pay for a hotel where I was supposed to fly into and now couldn't use. Therefore, the first day and a half of our vacation we were enormously stressed and sleep deprived.More",
Expedia,"I booked a trip package with Expedia. It was a 3 night, 4 day trip to New Orleans. We were able to cancel up until Aug 5th. Our trip was to be from August 8th to August 11th. The package was using Delta Airlines for the Toronto to New Orleans and Air Canada for our return. 8 hours before boarding we can an email saying Delta flight has been cancelled and rescheduled for the 9th. We had to cancel the hotel and now lose a day. NO one is willing to extend our trip to the leave on Saturday instead of the Friday. We paid for 4 days and 3 nights but are getting short changed.More",
Expedia,They arbitrarily change your dates and leave you without a refund or a place to stay. Then they will not even speak to you about the problem. For a company with the age and standing of Expedia to resort to scamming customers is very disappointing.,
Expedia,"Theft is what my experience amounts to. Theft and incomprehensible idiocy. We were traveling home to California from Indiana via car, and taking things in a spur of the moment manner, not really knowing exactly where we’d need a hotel each night. Do each day we’d drive and then by late morning we’d see what hotels were in the area we then knew we’d be. So we’re in western Iowa on the 29th of July and decided we’d stay the night in or around kimball, South Dakota. Plenty of hotels to pick from. Found one on Expedia, and it was a pay at hotel deal. I checked the email confirmation and it said 7/30 not 7/29. Hmmm, that’s weird and not right since by 7/30 we’d be somewhere in Montana.More",
Expedia,"Booked and paid for a rental car through Expedia. Took $40 Uber to airport to pick up rental car. Instructions were to show driver's license and the card used to book car at time of pick up. Rental car company would NOT rent me the car because my card was a debit card and not a credit card with a $500 balance available. It said that their policy was to not accept debit cards for deposits. I asked for a refund and was told to call Expedia for a refund. Upon calling these criminals, I was informed that my booking was non-refundable and I would not be getting my money back. I explained to them that the rental did NOT happen by choice of the car rental agency. Was basically told, tough luck. Now I am fighting with them to get my money back AND THEY ARE REFUSING. User's recommendation: NEVER BOOK ANYTHING ON EXPEDIA.",
Priceline,"I booked a flight and a rental through Priceline. Travel dates 6/16/23 - 6/20/23. I went ahead and booked a car 6/18/23 through priceline/Ace Rent-A-Car/Drivo-Rent-A-Car. I was definitely satisfied with all representatives. From the initial reservation call, to picking up my rental, to dropping off the car at the LaGuardia location in New York. I even went ahead and extended my rental for another day and in my drop off date. There was a shuttle bus on time at Drivo waiting to drop me off at Laguardia. Which took maybe about 5mins to get to the airport. I had a wonderful experience. No hassle, no attitudes, representatives were very friendly. All of my total charges were fair. I'll recommend Drivo to anyone and will use their services again. The next time I'm visiting New York City.",
Priceline,I would like to say thank you to the fabulously talented customer service representative I just talk to. I had to cancel a booking at the last minute and thought I would lose everything. I was in a panic and concerned about what I was going to do if I lost all the money I put into a hotel. I've been sick and had a long string of bad luck. She handled the cancelation and me with Kid Gloves. She got right to it and kept me as calm as possible. I greatly appreciate her prompt response and her professional demeanor.More,
Priceline,"I know my Title sounds like a Spammy McTrollbot, but Priceline is actually really fast and easy to use. I promise you i'm not a robot. It is the go to app I use for my Touring business and helping my business when I'm short on cars. It's easy to differentiate from different companies and offers. So I'm sending nice totally not robotic review here honestly in hopes that I stop receiving the email surveys about how great the experience was. It was great all times. A few times I had to wait for cars for an hour or more, but that was the car company's and that's not Priceline's fault. They are just the messenger. I even checked I'm not a robot at the bottom of the submission page. Blake",
Priceline,"I allowed Priceline to book a room for me to get a discount. I gave them my preferences, and told them what I was looking for and the area. They booked a room 15 miles from my preferred area, I didn't get a discount. I never finished with the booking, but they booked it without my knowledge. I didn't know the room had been booked, so I booked one myself. I didn't know until I looked at my bank account. I asked for oceanfront and was placed across the street from the ocean. We were on a motorcycle and the resort didn't allow motorcycles. We were gonna have to pay another 100.00 for oceanfront which is what I asked for. This was a very costly, and miserable trip, and it was all because of Priceline. They refuse to refund my money as well! BEWARE OF PRICELINE!!!!",
Priceline,"I booked with Priceline website for a trip to Maui Eldorado Kaanapali By Outrigger 11/12/22 - 11/20/22. Due to family emergency, I needed to cancel it. I got full refund for air ticket but I got charged 2 nights fees by hotel. As soon as I noticed that, I called priceline customer service about refund. I had to talk with 4-5 representatives. I knew that my problem was not easy to solve so I got transferred to senior customer representatives 2 times. I thought that I might not get back my full refund but luckily I got full refund back due to Priceline customer service. I really appreciate senior staffs who helped me. For future, I will book all my trips with priceline only.",
Priceline,"Booked a hotel for 2 weeks. Mold in bathrooms, no towels, never cleaned and lied about issuing a refund. Priceline customer service no help. Just stole 400 dollars. I have to accept it. Why would I want another stay with mold and mildew.",
Priceline,Priceline is a criminal enterprise. I booked a flight from St. Louis MO to Baltimore MD. I called to make changes to traveling dates. Two months in advance. They charged $99 each for returning flight making $200. This can only be criminal. I encourage customers to avoid these people. Customer service is very poor.,
Priceline,"Booked through Priceline for $1339.08, arrived at the hotel and had to pay them $1183.92. I ended up not needing all of the nights because I was able to move back home, the hotel said I had to contact Priceline to cancel my remaining nights and Priceline had to call the hotel and then told me to call back during normal business hours…. Also the hotel will be refunding the amount they charged and I have to eat the, “profit margin.” I will never ever book through any of these sites again!",
Priceline,"Recently I booked through Priceline because they claim they offer the lowest prices. They charged me over $1900 from our 2 rooms at a motel, upon leaving the motel I received a receipt from the motel and the total cost was just over $1500. When I called Priceline to see where my other $441 went, they informed me that it is their profit margin that they do not let consumers know about and they have no method to refund it. Do not book through them. I have turned them into the Better Business Bureau.",
Priceline,I booked a ROUNDTRIP flight through Priceline. I realized that I had the incorrect time so I cancelled my trip within the allotted time of 24 hrs. Priceline booked me for 2 separate ONE WAY trips and only one was cancelled. I still have to pay for one way. That's TERRIBLE and VERY DECEIVING.,
Airbnb,"I have rented from Airbnb multiple times without issue. The one time I did have an issue with a property, I discovered that Airbnb is in the business of siding with the host even when there are published procedures to protect the guest. My incident involved a property that did not portray the current condition of the house. It also reeked of marijuana. After escalating my complaint, sending pictures and videos, and citing the Aircover policy that protects against inaccurate listings, Airbnb told me that the ""inaccuracies"" were ""subjective"" so there was nothing they would do the help me. It was so unsafe that I did not stay at the property and I ended up booking and paying for another property. I am having to pursue a refund by disputing the charge with my credit card company. Airbnb would rather lose customers than take action against a host.",
Airbnb,"AirBnB seems to favor host topics/issues v. guests who had to deal with horrible hosts. Since the host can write, at any time, their issues with guests - whether real or not - the guest is always disadvantaged. When, as a guest, I tried a rebuttal, no one from AirBnB ever responded. What a tight community. Follow the money.",
Airbnb,Someone at that location had reinstated my Netflix account and was watching movies at that same location that very day. Then Discover notified me that my card number was being used to charge other things with other vendors. They had accessed the smart tv and managed to get my discover card information. I Contacted Host to find out who had rented the house and was staying there at the present time. So the police could become involved. The host contacted Airbnb and was told she could not give out that information. No One seems to stop crime any more. Airbnb is not a very good company. I am quit sure if someone was ripping them off they would want to press charges!!!,
Airbnb,"Save yourself the hassle and trouble and DO NOT book your vacation rentals with Airbnb. They are a scam and help their hosts to extort money from guests, in other words you receive nothing in return for the fees that you pay them on top of the rental. They do not like to pay anything to their unstable hosts that break their policies and ruin your entire vacation then they continue to harass the same guests 60 plus days later with their falsified damages and back the hosts and do not allow you to add video proof and evidence to disclaim the falsified damages. Worst company I have dealt with yet and will never give them a single dime and rent anything off this site. Airbnb are Scam artists just as their hosts.",
Airbnb,"Airbnb is scammer horrible co that should be out of business. Why are they so popular if they have 1.5 star ratings on average? I was a super host with all 5 star reviews worked hard to build that status and suddenly they disactivated my Account with barely any explanation and canceled my reservations as Not Legitimate. I am 1000% legit with STR licenses, ownership docs, ID verified, that's why they had me for years. It was heart wrenching pain as my business solely relied on income from my rentals. Customer service is non existent, all they're trained to do is BRUSH OFF, tell specialized team will reach out within 24Hrs. Over 2 days no one reached out. Terrible, Shocking Experience.More",
Airbnb,"I booked, confirmed, and paid for a home for the 2024 eclipse. It was a great deal. AirBnB canceled my reservation without explanation or a way to respond. I think the renter realized they could jack up their price for the eclipse, but they had to kick me out first. That's exactly what they did.",
Airbnb,"I was a host for this sham of a company. I have all five star ratings. A guest left me a 3 Star review as retaliation for not accommodating an early check in by 3 hours. She was able to check in a hour early as I rushed to get her room ready. The star rating was she had to wait, the place was excessively small (Tiny is in my title) filth, clutter, shared bathroom (shared bathroom is on my profile). I reported fraudulent rating. It was obvious by our messages these things were not true. Airbnb refused to take it down because guest said I was nice. Since I got a compliment the rest is valid. I have since canceled my listing and will never rent from or host for this company who cares nothing about people and did nothing to investigate this embarrassing and obviously untrue rating. They need to be shut down or revamped or something. Horrible horrible horrible.",
Airbnb,"I reserved 3 nights with AIRBNB and their host RECINTO by AM TULUM, Mexico. After paying the full amount I got the exact location. Was not convenient and I cancelled and request refund within 90 minutes. AIRBNB promises a response within 4 days. No response after 7 days. After another intent they told me in a day will be a solution. My refund was not recognized. NOT FAIR!!!",
Airbnb,"This company is fraud. They allow anyone to use your property without owner involvement and third party and Airbnb makes money. They have done fraud by using my property and I lost more than 15k where they say, ""We can’t do anything."" Be careful…. This total fraud.... Just care about their charges and fee no matter how and who is listing. They don’t have any protocol to determine whose property… Answer is that we can’t do anything… They made thousands of dollar in my property by paying third person. Airbnb did not do due diligence to verify whose property and to whom they are paying. Airbnb just want their charges no matter how it’s come..More",
Airbnb,"We had a booking for a room in Miami, but to our dismay, the room was not we expected. When you entered the house, the smell alone were noticeable. Inside the room were so dark and smells horrible too. The bed smells like an old sweat/pee that sticker to our skin even tho the host - Angel claimed it was cleaned prior to us checking in. The AC was not too strong either, been like more than an hour but the room was still hot. To top it all, we didn’t realize that the place was actually on a ** area. We’ve never been to Miami, and this was our worst experience ever.More",
